Avg. Area Income;Avg. Area House Age;Avg. Area Number of Rooms;Avg. Area Number of Bedrooms;Area Population;Price;Address
5856684936342050;65796914528777300;5034525351903060;2.17;397054649593564;1026817399788450;7896 Walker Spring Loriport   MH 72956
7553779451000030;78452159144441700;7555660720822210;6.3;327781953418883;17622146795818800;549 Darren Plaza Lake Kevin   UT 27155
46147053056343300;6623332829320710;7606831549667410;4.43;2716112860794620;8820571705928420;90634 Michelle Valleys North Victoria   WV 99370
704214764876077;69070829699853100;7634318731446650;4.44;43183928487881000;1744932210990920;580 Lara Neck Apt. 541 Davidsonstad   ID 34638-9802
62614420619127300;5499309697116080;7440505217892150;6.32;2688857956293910;11538714695016300;43087 Jerome Field West Deborah   SD 49213
6639487158584820;7069512153837190;7204639709248280;3.18;3974107750943350;14999888795226100;71956 Jenkins Fall Brooketown   PW 67485-0764
7394685107397810;4863154306054970;7537182365353190;6.35;3526112701836890;1109588380162500;8034 Pierce Prairie Suite 727 Devonfurt   NE 33104-8027
6914474570743980;7296224496862650;5928223472951470;3.22;190306154867746;9801773051371250;Unit 8108 Box 5159 DPO AP 04678  
7727869702818650;6238891014754010;6919204136372870;2.13;2172595428963460;1323952027425170;08639 Garcia Port Anthonybury   CT 17971
867541966286121;6604439818568120;6252454805349360;4.02;43017440757153600;16624947355443800;91863 Curtis Point New Richard   AK 99996-7554
7439984098191420;6382452912235430;7252665322385210;6.36;410846628246322;1417819740218080;03819 Lee Junction Suite 046 Mooneyborough   WA 19656
49408198340144300;5825920475606760;5831738972572460;3.32;26881130597967100;5499761455595780;7796 Joseph Burg Danielsside   RI 70370
62279790051573900;6108449991281680;6306116349848910;4.12;3526365313745230;1054770980647520;173 Mendoza Land West John   NJ 57690
7307820408561830;5923906389599870;6445456690525830;3.32;54915961781984000;1415647553437230;3288 Lee Pass South Julieton   PW 02759-4964
7294270505913400;4786222295086700;73198855301255500;6.41;24377909049316500;9487882757094480;86908 Marshall Port Suite 252 Scotttown   NM 69143
6381962285114130;5949839470643130;8022469239326930;4.09;2782557206129430;1159596518619620;951 Bryant Dale Suite 735 Lake Jacqueline   NH 95266
7326544988790630;8314761978982540;74255974600340900;3.24;2103096617717160;15471333964004400;00301 Bradshaw Avenue Suite 833 Suzannefurt   IN 00654-8754
6848813117301980;6116111748260700;7182527480002900;5.08;18267954705638800;1186688505938340;84473 Ochoa Pines Apt. 808 Jamesport   KY 70207-2955
55193857453150000;7186120666999290;5096917456207570;4.01;32537818768918000;7721119721021000;13706 Morgan Turnpike Suite 378 Hohaven   NC 42699
7743468924044500;6309271353146570;5219754029195470;3.06;3625234068234420;11727301557693100;4872 Delgado Ramp North James   IA 36544
6615888158501310;44764290664648400;691174261004152;2.28;3709874217235170;11110850168910600;73202 Christopher Tunnel New Roberttown   MN 08925-1536
60502909333844400;7533380986145500;5731824124869710;4.23;33579631512167600;10227811707429100;8781 Olivia Port Apt. 225 Thompsonside   VT 22884
60910893793329700;56354667376139100;73259737812411700;4.2;43347804001154500;12744745458934900;PSC 9354  Box 0703 APO AA 58696-1278  
7393197852158830;639410766659858;4580839920871760;4.32;36543067280548000;12135308498658600;271 Johnson Hills Apt. 001 Mcculloughfurt   FM 70847
5953994845013640;6018590243347780;7007676165647250;5.43;5860082714967570;14117304772588300;122 Russo Neck South Kevin   KY 20712-5282
56547507187403800;5435415182555810;6515149876905340;3.13;3758527457622870;8586855659249560;85225 Christopher Inlet Apt. 627 West Calebberg   KS 76460
6595034701683290;5476513157767180;671784430631321;3.28;40110847604950700;12009618209226200;7125 Mullins Cliff Maryborough   WY 66971
7453316208198750;6679353130059190;5919230725467020;4.0;4948156580760430;15202342293774500;905 Lane Pines Suite 348 Brownborough   DE 57196-3319
6642291905176670;7122071850326430;7078583744940180;6.36;31019324820690300;13609083196200000;61090 Griffith Ridges Craigstad   AK 28807-8602
7433449484891060;5419012564079190;6261535284081690;4.12;41640435660656700;13609205303860800;270 Jennifer Loop Suite 343 South Jesse   ND 60570-1483
6353834615822210;4764499308149970;7168662410843200;3.27;4328218300425020;11465324547405600;10973 Clark Trafficway Meyersbury   LA 63237
8395310483909650;7385134534015010;6898846568957150;3.08;3728335764595170;17890985206914900;91733 Baker Orchard South Kyle   KS 37301
5727906357585890;5118108904793290;6561520216102690;3.17;4402379068493210;8520994640268530;024 William Course East Charlotteview   DE 69073-3104
565535502526617;5691129212559000;7021252354277720;3.15;29682409864227800;746096728900488;PSC 4455  Box 3268 APO AP 45454  
7579557598259090;57867800238068200;7327325342996350;6.25;3319777774263010;1534479906564420;562 Brown Junction Suite 282 Christopherborough   KS 20719
7084878865873710;5282325020456470;67664446637172500;3.27;40458735869517400;12156085310559600;USCGC Thompson FPO AA 13237-3887  
5978740450393620;5653120315532110;6594592279140100;3.43;32402107549146800;9415943284107690;65884 Johns Valley Apt. 621 Ethanbury   NY 07783
6482637189495590;4010907337105410;8290419812591500;4.38;60286043101357600;12045980374631200;Unit 2139 Box 3667 DPO AP 49517  
659258537962682;7605511953651160;7070409540665190;3.28;34171360073668600;15976552584122800;253 Golden Island East Donald   CT 91882
6441925263834630;6954422125564920;851616004802799;6.16;3931817075472380;14920114958621200;4861 Steven Plains Suite 066 Port Reginaland   MN 06152-7205
58544460298238700;8562610576392460;7276308629143920;4.28;3086558695374520;14212165044408500;5255 Rebecca Junctions Suite 240 Royshire   WI 85782-2398
6879179168848520;47255522284996200;6704201604222810;4.11;4842332244417680;11325229012947100;2833 Townsend Cliffs New Tommy   MP 86130-3426
8206156520383850;418282822762296;5963031884078480;4.1;36271408495749200;11028214381808000;708 Pena Ramp Terryburgh   CA 31572-1304
8065952544359620;543630620204688;71007534318037700;6.24;5294703636008700;1856211350359600;8030 Ruiz Dale Shermanchester   KY 56950-5684
6666809352103530;6184965338620100;7863127436732530;3.35;4707521223266850;16879989329604700;Unit 3857 Box 9497 DPO AE 92239  
6472156449637060;5677637526773950;6971331701061320;4.48;3611581636440270;10634230072648600;042 Mitchell Mountains Adamsview   OR 44424
65199989940295;64457428983166900;6937127028132980;3.2;28366035431853400;117728988620479;07420 Victoria Trail Apt. 904 Port Kevinbury   OR 86759
7457998952724630;4639654130697780;5521489298839980;3.07;42806146643801200;11734743788373200;38449 Shaw Glen Pattonside   TX 98415
7627367032549280;7879751800787580;4500165347584360;3.39;4697457878575330;16372599986677800;82387 Hensley Bypass Danielmouth   ME 30791
6756194206013890;5251400747142770;7658576338909910;4.04;3551754187040420;12389382905319900;02304 Brandon Stravenue Apt. 231 Cordovabury   ID 36688
48904983269316800;48449725308343600;5448956029609420;3.38;3296075307019120;20189808657249600;2124 Garcia Viaduct North Kellytown   DC 30864
7214596721315150;6398625990192600;8258634923487290;6.06;28882900854673700;14395061015570000;646 Nicholas Mall Apt. 058 East Danielle   OR 53708
7080561068360130;44437289238424500;5809147305516630;3.3;29268826741684700;5856086326222320;874 Laura Throughway Suite 350 Port Michaelberg   PW 94284-9448
65383337917286800;7512526778745120;66400320037539900;3.46;35114402463487300;12946851585470100;7373 Hart Brooks Apt. 168 East Christianside   PR 72679-9159
9545029308601310;6595060684781330;6850361008137970;3.33;39388515521077400;2014851344161510;035 Mark Bridge West Craig   MT 78649
7369869635729120;63727309322299400;65783520737636300;4.33;5181509641862210;18402360058026800;69600 Wilson Rue Elizabethland   PW 17767-2884
6626391050116320;6374930066018730;67369741310107400;4.41;49829951500481300;1441421912993600;001 Steve Plaza Jessicastad   UT 25190
7539475958162150;6933352467549660;7834099800649180;4.48;2226807530558200;14986405506503700;238 Anthony Drive Acostahaven   AS 62753-6637
6598475064485820;6512270085009220;6316480020228280;2.38;2186747693989440;9547465764328240;01818 Wilson Spurs West Andreaton   SD 69568-7005
6647726279229030;6982151725125710;6038487979300020;2.37;3245898669901370;11246359316285900;95779 Walton Square Bakershire   PR 49599
6928425963691320;53474470914238700;71734258851799900;3.45;4028272428010040;11699442477587400;124 Russell Mountains Apt. 591 North Sharonfurt   OH 67836-4969
7040449610371920;5544083725506490;6001261362192460;2.02;37127925501004100;111443095342313;73080 Veronica Turnpike Suite 991 New Debra   VA 61246
742184890218834;8069721867473750;6506374302162940;4.37;467706609678888;17835348388273600;106 Williams Well Apt. 657 Samanthaview   PR 87811
6344171464512620;6471673726586270;7064811136062070;3.22;4806175267334160;13029332475692700;Unit 3405 Box 4348 DPO AP 68816-2990  
57493924570279400;68932601570417800;6734045416240340;4.41;4703921532294120;12414836118732500;4007 Kimberly Crossing Nathanielview   NC 72093-8287
8154377731533440;5503923196339860;5897052836266320;2.14;9816300884708530;9541145439535470;Unit 5889 Box 7282 DPO AE 41177-0399  
7863397375508890;5465393231160190;753114301190621;3.24;43728803486197000;15553205000011100;075 Andrea Green Suite 201 Johnshire   KS 50389
52202853719713500;4869306181391170;4414380865779890;2.23;4216581245686790;404976365896227;6811 Spears Trail Suite 081 East Troy   MS 43910
6798038878192910;5562938814255560;6159705222415720;2.44;25909079196423900;1073183759841620;69401 Danielle Motorway New Dennis   IL 53971
7856844916405220;5475737319995320;6291600795963240;2.29;4101664709111230;14221958794505600;2276 Riley Flats Suite 975 Johnmouth   NH 39983
5547265482690550;4822147136010040;58559723089516800;3.2;15353956428663000;3406052113124600;91111 Crane Spur Kathleenmouth   ME 43022-3191
6757923479443130;5973219004488520;7754357545442310;6.32;21762949685625300;11709595262846100;744 Hill Ports Mooreside   MH 20945-2825
6145615070378080;6882954326433150;6417572621814370;4.19;3082141208657680;9428381647218130;019 Lisa Village Apt. 379 Maxwellmouth   DE 26176
6081539039496140;7170128530473720;7984335122159100;4.11;31233649345910000;14016139197693200;50933 Barber Divide Suite 927 Jacksonborough   NE 46696-1788
51217181160371800;5384841407498100;8776160033559260;3.41;4708947508109750;117550448633204;USS Harrington FPO AE 12326  
6302767471485820;4855968121105950;5580905937457920;2.3;3599172063788770;6087942466921950;246 Michele Lock Suite 093 South Michellemouth   VI 62800
62484855299128;6496651466369280;7322709774158180;5.13;26882651794677200;9469430362171350;356 Madeline Locks Apt. 115 Kaitlinland   MS 49150-0243
739234662743976;7005505784838950;713506334705251;6.04;58745312027558900;18199006366437100;232 Allen Ridge West Jasonview   CT 93021
7973760976390010;7315957927203850;66110960049951600;2.17;28307314325644900;14631302729789300;5042 Ricky Road New Candice   MN 40661-8809
6389047156766450;497230656848968;7916386397194920;5.49;43416497820927900;12523911798421600;60860 Griffin Streets Apt. 040 East Catherine   NH 18346
6731003695278610;719379298887946;7760732554508700;5.28;4331061242826760;17144451746365800;89002 Robert Square Suite 028 Port Jennyside   CA 38546-6307
7314573021780250;4096517242790360;725421743282951;3.18;4946337887902850;1291759392660680;8533 Sparks Lodge New Kevin   GA 98179
8692435876562170;6832939698754400;7738295553417690;6.32;2871941088814540;18091542893631700;922 Mark Lodge Matthewton   ID 71131-3139
7438410562904490;7411486570673660;51648654759782800;2.3;17117443674840700;1200539361167780;757 Sherri Shores Suite 744 Jesusfurt   OK 73052-4985
6747778818404290;66235282933178100;7916171659861110;5.1;2976392534861550;13002652104154600;PSC 8479  Box 0952 APO AA 33741  
712029569203271;4318869132877140;6634954065509120;4.37;34207397208470000;9974487280769930;5560 Michaela Spur Suite 730 West Charlottefurt   PA 00463
8584531779919540;6743652960918060;9468766369195860;3.46;4647767868450170;21529594089430800;255 Sosa Pines Suite 751 Wilsonview   MT 31615
7213887048244940;7163640935330660;8485778262707220;5.45;35799638274321700;16299838467032400;156 Conner Lane East Brittany   MI 26733
4480600516405540;4494570527956870;47253251166241800;3.1;5739089007381040;4975794465868720;478 Vasquez Fort Apt. 346 Aliciaside   NV 37124-6408
675041784594896;5329798508888410;589441194891935;4.36;3744112054361430;8901125493178920;67610 Smith Knolls Brendaberg   MA 55188-7972
7470610053171050;5003327764385790;5661064126685240;2.05;39680609320436000;1064685698733530;504 Robertson Streets Jamesshire   WA 56754
6889834591339410;67876485292640400;7871352644418100;6.39;3951557156160540;15301240163168900;777 Ross Crossroad Kaiserville   RI 24445
5811801816079880;813721447105525;565090028566729;4.36;35598390437472000;12462468277597600;2418 Samantha Green Apt. 016 Port Keithmouth   VT 62207-0408
7764328308709670;6070115922340350;5381038359373990;4.45;355122550468822;1240754932046380;95957 Tara Hill Suite 428 Huntland   KS 57002-5552
6776982559099870;8074693667681720;67616314076168700;4.22;3325460340942820;17607346903640100;26906 Simmons Underpass Suite 444 Port Tinashire   DC 13101
7441105989226670;5534627543649970;72101233611688500;6.44;4353750294550510;1393746760467420;4930 James Flats New Shannon   NJ 75829-8040
7310107879766860;41041299227226100;8920333221277760;4.35;29497971293353700;11723858977045600;78212 Turner Ville Apt. 217 West Lauraberg   MP 47353-3682
58708417156740100;5083861035728070;6262825883607420;4.07;15969926041239700;48398610899252900;33410 Smith Summit West Kimberlyberg   CT 49785-3758
638760599100904;7080219325540680;7187432974886650;3.37;3805287644316590;13885301566836000;49940 Ramirez Mission Suite 136 West Bryan   MD 95291-3904
6834315409141890;639244379007958;842511289496364;6.2;4065387006540160;17217393841384900;4746 Morgan Forge Diaztown   VT 79978
7306497996127990;5994062799456880;7204368895136850;6.19;3069933971051100;12764487920429700;5808 Burton Viaduct North Nicholasport   CO 32392-1208
6736726808279860;6774710808664320;6690894898640910;2.49;32547272533076500;1161742677446360;8093 Lara Overpass Apt. 364 Lake Brookebury   NV 30264
6654718175159230;6350672041927900;5305000412053210;2.04;16741964987126600;7864079451174270;249 Susan Canyon North Jessica   ID 13412
733135453841825;64147232356051700;8492901228869570;4.46;3780899667212120;1604920973458410;08091 Bush Course New Michael   RI 47524-7511
47681361733034500;6890508224210200;7788267986215610;5.13;5090897890911070;12301491367864400;PSC 6933  Box 3805 APO AP 50576  
6791094912846220;64458519070193900;6675937267762160;4.32;31379782970582300;10516445540225400;6798 Smith Junctions Wolfeton   WY 86565-5079
692778912498076;6142591681366370;7811724470630430;5.15;437179130919397;14150736141811800;256 Sanchez Ports Apt. 057 Johnmouth   PA 69763
6794671467561320;5403175672900810;5671136342785440;3.21;3519794256902530;10434839151320300;68672 Guzman Ridge Clinefurt   WI 04078-6179
9097511327248040;4740683034960740;8320351986302770;6.45;4442621364759750;15443797477356700;4447 Steven River Suite 076 West Karenmouth   DC 61561-8593
61885546440328800;5405265969173880;69141957695988200;3.22;48726951303303000;13521359672641800;USCGC Hess FPO AE 29193  
694018472172649;7042354994979090;8097044284953610;3.44;29293074048931000;15057274308014000;0617 Neal Curve South Daniel   AS 09326
7296912127123050;6188575726156940;8076943603616290;4.2;31755721364239900;14169659786882400;412 Janet Radial Suite 115 Kariview   NY 37073-8343
755824597645351;5506473429253340;6774986418531470;4.33;3194630386752320;10467219761732400;9155 Kayla Station Suite 233 Natalieborough   SC 99093-8399
56241226773131700;5623087015761980;6818670753532720;2.18;32745368120153800;9390400035601150;3062 Donald Inlet Suite 642 West Matthew   GU 49340
7941283547174570;6087360168695920;7481321112226400;3.26;17568733760583300;1383031332366430;764 Timothy Turnpike North Audreymouth   TX 02395
7961823684602080;4566166100869570;6669888411446430;3.49;29636507110556600;1072503237943670;862 Ryan Flat West Larryborough   WV 11517
6701907404739730;6487943166707260;7331330100018210;6.26;24997108705994200;11343977577153600;378 Evans Crest East Shelbystad   HI 23326
5606348086676330;5106935120148060;5385339777521380;4.14;39129296704702800;73482750801229;09897 Katherine Forge North Johnside   NC 01211
57077580304069200;5775467040583660;6952026673761360;4.27;3339391660322460;9918923174842460;2367 Noah Center North Dakotashire   PA 99619-0890
7595481825301820;4289916280544530;7418750602810830;5.04;3446775869800990;10572525826211000;19678 Noble Cove Suite 264 South Elizabethfort   CO 13304-1647
5257581517492210;713371941713148;7173698881863380;4.06;4182857961688680;12372248587518100;8803 Jackson Ramp South Thomasland   RI 09631-6361
63312805674677400;6139115451621260;8199615241424830;4.41;4323035215795720;14426325412265500;87629 Shawn Crossing North William   MN 71601-6188
8252696210481900;6453073406098010;774824895259721;4.46;43947680264122500;18774023197269400;2574 Shannon Alley South Fred   OR 64217
7320494213228800;6640915863053520;73119123213479300;6.4;3509050080986770;13945184154676300;676 Jose Locks Apt. 415 South Cynthia   SC 89264
56357193138054800;5707903109151970;5240300886600400;3.25;3806199829895610;9539393299056440;4160 Martinez Bridge Apt. 713 West Ann   MI 89447-0160
7131662465041460;7107767687213710;7088992690921160;5.33;21651699409211600;12197780342015500;26847 Weber Ports Apt. 767 North Robinton   FM 43014
7504684820392630;4983084628511210;8877240041623610;3.0;32468031152300900;1287325381856670;PSC 8891  Box 6475 APO AP 28726-5123  
8447416005619020;6970854745872440;5935909326221990;2.47;386778151530554;17398935550495900;623 Jackson Road Apt. 492 Sarahville   NM 19973
6816268392566850;6962206715963220;6697358009859320;3.07;31843876337225800;12133822226364600;0575 Edward Cliff Miguelmouth   NY 06408
6278433294834320;7572350215321660;4652717554450580;3.31;35122389471607700;10074787484311500;6660 Alex Park Barkerfort   WY 52781
6700981567374430;6849769936594260;7610720856104880;3.22;3973712260896310;15287561261500200;176 Parker Grove Apt. 591 Nicoleshire   MO 83183-5326
6743725036335620;67673632373037400;6703917223272020;2.05;2935622336792500;11824597716636700;203 Amy Ford Suite 158 Kelleyfurt   LA 49990-9626
6596776930857640;6847724976116600;7777279443513260;3.14;3579996254832010;14745467621461100;842 Jackson Parkway Angelabury   MI 68188-8699
4281630588550860;7603999923452170;704524851047004;4.18;47457662214283800;10780169396491000;5339 Charles Road Apt. 570 East Angelicastad   PR 36295-7649
8334766969696440;5468158427157480;5475252653496940;3.14;48226718927780100;1453381624303100;0647 Ramirez Hill New Crystalport   AZ 33060
8169987999554250;54798018295655500;64760073411937400;4.41;39527048560846300;14950129648340700;4233 Chase Fields East Vanessabury   OR 85375-7861
5614378866493640;4580122445909620;6668979774275280;4.04;4508403665959030;7141484147529010;0606 Ricardo Drive Williamton   GU 79243
5951383491952110;48851317712611000;5574714349694390;3.18;44162279205220100;8942920474101030;14157 Jones Parkway Suite 319 North Haley   AK 18534
7837941223900410;59856971510838800;5681833507283000;3.2;31357388214297600;11598418313392400;2579 Pamela Shoals North Christianhaven   TX 95259
7087737574291860;6766877154030710;7213659075278030;5.07;3603342685154350;11959862988348700;PSC 5171  Box 6452 APO AA 44610-4655  
61526974447976700;6593962539007930;9180401428602020;6.11;27307948031413500;1381430630188790;23682 William Glens Apt. 920 Lake Hollystad   CO 20067
6531699602070990;7414875230659790;67330848667092900;2.0;5579949748118190;15348898534666500;32521 Martinez Highway Stephaniehaven   NY 78577
7626881833386310;6942797866602700;6147907595982690;3.17;38649852386212400;14941253298718800;9109 Omar View Suite 461 East Sarahfort   WI 02969
48531364228529800;6863184038794890;8517401059111700;5.3;39731150563494600;13561462608426200;5611 Chandler Mill East Brianfort   AK 51236-0093
8290665480115910;59014516557308200;5767366135557090;4.26;3882048194376130;14549430736612400;PSC 5599  Box 5942 APO AP 55563-1953  
6311784405077340;4940396705340580;5636779394573880;2.31;43091845142505800;7741181878354990;2128 Shawna Orchard Suite 992 New Melissabury   MN 22338
7586086114889300;36908905696788000;47883802065518200;3.48;41003880081137600;8891132388612490;019 Moore Center Apt. 643 West John   KY 54923
6884476424875800;48604529996615800;6916808181467370;3.29;4839249736045830;1211102210889240;Unit 3192 Box 6415 DPO AP 76779-7624  
5244626685600120;5694610807792680;7429639244113220;3.11;32934553200974900;6586461847265180;20185 Mary Crest South Reneeville   VI 91892
6934270683990400;5804686752456640;7805903702425880;3.36;3708237421891170;14001048707602600;18067 Williams Roads Suite 683 South Christineton   CO 76227
55932052683871000;72183091452232400;6020201205065960;4.0;4248830999955210;1262017792059940;089 Wilson Forks Suite 185 East Gina   PA 98785-6132
5330692213650360;4632267718361720;6194794324882630;2.15;3906333871389040;5530772126120750;9643 Oscar Valley North Richardstad   ME 14629-9980
56976546398416900;606121224055646;7259286709164780;3.08;4637550249433840;12032478901339200;46619 Morgan Squares Stevenfurt   FM 70548
5129648862971060;6155259763653060;78317664755828800;6.18;3207890680116640;11153230148424000;407 Silva Inlet Apt. 301 East Carolmouth   SC 73414
6399500489280110;7597533220442810;7090050637208990;5.25;24748268270891300;1301881416528580;USCGC Friedman FPO AE 57606-0743  
7191514668577210;6279753853557660;5521216370644250;4.47;2771429365685630;10066873871388700;038 Anderson Club Suite 485 Richardsonfort   MA 22267
62137597213310900;5440725043096190;7235191288051670;5.21;1904561950521180;7493830725554070;014 Shaun Gardens Lake Todd   HI 08110
7805096982777530;5234044767850810;62903058884706200;4.15;27789748516297300;10755965865851900;2606 Stout Inlet Port Brenda   SC 59596-5906
6737142085657580;5333820711722900;6624951289232860;4.37;24797764758517200;7398707936402650;94952 Hall Cliffs Suite 366 West Jessica   MT 23902
5936276638285360;748263024156822;8003006746190670;3.49;4472335372969350;14429451449720700;8581 Johnson Ranch Apt. 905 Jacquelinefurt   MH 08716-8228
57003109637399;7010583459838790;6356258719499950;3.14;2959469337497590;8284970670960690;089 Jessica Dale West Melissa   PW 59364
6898931220946500;6075426018025600;7879588244756820;6.37;32629603834878400;13732908607785400;USNS Hamilton FPO AA 90003  
7096990210264180;490181779874016;6396268005904590;3.18;24833646145090100;925566331316076;8016 Hicks Alley Apt. 735 Nicoleside   WV 73615-4795
822516530083296;7741091333917380;7636653827124360;6.49;18408798635339400;15525367639745400;04952 Michael Terrace Apt. 414 Port Tammy   GA 56924-1868
7130645729927480;5773717162531530;6688230169654560;2.04;4328439715786260;13359045009155400;3890 Hunt Trail Davidhaven   OR 04793
7092156856864700;5665185384549680;6375371505488280;3.28;2939021727018500;960808291081754;8398 Sanchez Gateway Suite 937 Mccoyburgh   PA 32814
7073946009573000;6710699575938630;7166501645912910;6.28;3514866775270880;14059330186992400;67095 Jeffrey Islands Suite 573 West Elizabeth   MI 33061-9433
58097841822991000;6386347995576970;6144038119393710;3.04;19903000078828400;6190876936175330;31995 Moore Brook New Melissa   MO 19787
512735088526293;7032317225810640;6888205629009320;2.09;538118949059733;13292732276498600;Unit 5683 Box 5483 DPO AA 78774-2982  
7632659232469660;502469487017704;4936329008647580;3.44;42779831295917800;12618438443217300;77194 Carlson Causeway Apt. 904 West John   KY 70976
6358404588001950;5832827571239210;6029160867165060;4.29;4634018858141240;11757814175700500;73601 Donaldson Squares Port John   VI 73473
863402872916062;4930051000348540;6183440077191860;3.01;35630560451493100;14370535572016100;6864 Michelle Field Apt. 339 Madisonmouth   KY 99033
7947123881699870;5867269778244330;8197289420628190;6.21;3661616883437130;15944152262912100;35165 Haley Falls Suite 341 South Elizabeth   VT 29143-4442
